2017-06-01 11:02:34 | Mega | ALBERTO PLAZA: "NO SOY FACHO"   MundoH.cl | El cantante conversó con Mundo H de su activa vida en redes sociales y sus polémicos juicios. Artículo por: Ignacio Saavedra   -   06/04/2017 Rompió el silencio, aunque él insiste en nunca haber dejado de dar sus opiniones. Alberto Plaza se convirtió en un activo usuario de redes sociales, luego de cuestionar la rutina humorística de Chiqui Aguayo en el último Festival de Viña, a través de una dura carta en "El Mercurio". Opinante, el autor de "Que cante la vida" no duda en calificar al movimiento feminista de actuar "desde el odio y no desde el amor", azuzando el debate y marcando posturas -principalmente de rechazo- en sectores que lo han llegado a acusar de "facho". El artista se sorprende, se desconcierta con ese término que se le atribuye. Y se defiende en Mundo H. Post polémica por su opinión, conversamos con él vía Skype. El objetivo: profundizar sobre diversos temas y opiniones que han dejado a Plaza expuesto al juicio público, desde su visión sobre el feminismo, pasando por su paternidad a los 55 años de edad, hasta sus posturas políticas. Revisa la conversación que sostuvimos con el artista. El "feminismo extremo"   La paternidad a los 55 años   Su postura política   Fotografía: Josefina Arteaga    cargando Avenida Vicuña Mackenna #1370, Ñuñoa, Santiago Chile   Teléfono: 56-2-2810 8000
2017-03-02 23:18:36 | rvfradiopopular | A propósito de Andrea Balbontín, la anti feminista que da charlas en contra del #NiUnaMenos   Radio Villa Francia | 28 Octubre 2016  Este jueves en la noche, al comienzo de su segundo Taller “Introducción e instrucción en Ideología de Género”, desarrollado en la Iglesia Presbiteriana “Cristo Rey” en la comuna de Las Condes, la egresada de Derecho y auto denominada “experta en ideología de género”, Andrea Balbontín (49), quien se declara como católica, inició su charla mencionando a nuestro medio, acusándonos de paso, de haber mentido y haber tergiversado o inventado frases -que ella supuestamente nunca dijo- con la finalidad de mentir y desprestigiarla, señalando lo siguiente: “El día martes antepasado cuando se dio inicio a estos cursos, la radio comunista Villa Francia publicó en twitter (ver tuit del 19 de octubre) esta frase: “El Ni Una Menos es una campaña mundial para destruir la familia, dice Andrea Balbontin en vivo.” Agregando: “Esta frase fue replicada por varios personajes (…) Luego vamos a ver que dice Iguales de cómo se ama al prójimo (…) Todas estas personas se colgaron de una frase supuesta que habría dicho yo en tenor literal en este curso. Y esto da cuenta que ninguno de estos vio el video.” Haciendo referencia a que personas como Pablo Simonetti (de Fundación IGUALES) y activistas de organizaciones feministas y LGTBI tomaron esa frase para, supuestamente, desprestigiarla. Revisa el video: Siendo aludidos directamente en este Segundo Taller de Balbontín y con la amenaza, hecha a través del medio El Demócrata, de posibles querellas por “injurias y calumnias”. Precisamos. El tuit, que publicamos el pasado martes 19 de octubre a las 21:28 horas en la cuenta oficial en Twitter de Radio Villa Francia, es una síntesis (como se entiende es un tuit) de la intervención de Balbontín en su Primer Taller, agregando, en el mismo tuit (ver aquí) el link con el video de respaldo y  que citamos a continuación: “La campaña ni una menos tiene un trasfondo de feminismo radical que apunta al aborto, no apunta la defensa de la mujer (…) Yo no voy a avalar una campaña como ‘Ni Una Menos’, que promueve ONU, para seguir avalando el maltrato a los hombres. Porque lo correcto es decir ‘Nadie Menos’ y en definitiva quien no entiende este concepto (…) esto es una idea del feminismo radical de izquierda y es a nivel mundial. (…) Entonces tiene como finalidad el aborto, la división hombre mujer (…) El caballito de batalla de la ideología de género es la mujer y por lo tanto es la destrucción de la mujer, como sexo femenino, como madre, como parte elemental y sustancial de la familia (…) Y ellos quieren desligar a la mujer de esta función preciosa que es la familia, que es la concentración más linda a nivel humano, quieren desconcentrar a la mujer y sacarla de la familia… ‘la mujer no tiene porqué estar a cargo de los niños, no tiene porqué estar a cargo de la familia en sí, mucho menos del marido’ o sea, olvídense de eso, porque eso es decimonónico”. Ver video: Y es que como medio procuramos respaldar -como parte de nuestra línea editorial- todo lo que se publica y más aún cuando se realizan citas. Si bien la señora Balbontín tiene la legitima libertad y derecho de molestarse, así como también el derecho de querellarse respecto a nuestros dichos, legitimidad y derecho que además esperamos que ella respete en todas las áreas para con otras personas, como por ejemplo el derecho y libertad a “decidir sobre el cuerpo” o “a quien amar”, entre otras, no podemos sino decir que la señora Balbontín mintió a su audiencia al señalar que no dijo lo que sí dijo, y que de hecho quedó registrado en video (que está arriba), en donde queda claro y deja en evidencia que en su presentación relacionó el feminismo de la campaña #NiunaMenos, a una especie de “conspiración” (comillas nuestras) mundial para:  “destruir a la mujer, como sexo femenino, como madre, como parte elemental y sustancial de la familia (…) Y ellos quieren desligar a la mujer de esta función preciosa que es la familia”, (sic). ¿Queda alguna duda? Es decir, no inventamos la frase ni sentencia (que queda claro fue) señalada por la propia señora Balbontín en su primer taller y que luego, en el segundo taller donde nos alude, dice jamás haber dicho (tal frase), planteándose como victima ante su audiencia y apuntando a nuestro medio como “mentiroso”, siendo que respaldamos el origen de los dichos (cosa que omite en su exposición), en el mismo tuit que cita. Y es que la señora Andrea Balbontín, quien hoy mismo aparece en un articulo del diario La Segunda señalando que “La Campaña del #NiunaMenos es violencia contra el hombre“, y que ha mantenido un constante activismo en contra de lo que ella denomina como “feminismo radical” (ver su página) se basa en argumentos seudo científicos y distorsionando hechos basada el argumento de “libertad de expresión” que tiene el cristianismo. La misma Balbontín ha acusado -sin bases- al feminismo como parte de una “una conspiración que empezó con los iluminatis“-, sumado a que se plantea a sí misma como “una entrenadora (coaching) para preparar a personas cristianas para el debate con datos científicos en contra del feminismo y el progresismo que se infiltra en el mundo” (ver completo su primer taller: video). Por lo mismo, para el debate, es bueno precisar y respaldar aquello que se dice y afirma, incluso en lo que podría ser un simple tuit, como de hecho lo hicimos. Es por ello que como medio, en nuestro programa editorial Matinal RVF de este viernes, precisamos y respondimos a la señora Balbontín respecto a sus dichos, poniendo en contexto sus palabras y las nuestras, dejando en claro que no mentimos, lo que sí hizo Balbontín ante su crédula audiencia. Escucha a continuación la respuesta a Andrea Balbontín:  22 Febrero 2017 13 Febrero 2017 10 Febrero 2017  Escríbenos a [email protected] 
2017-03-03 09:57:11 | latercera | Jane Fonda confiesa que fue violada a los 12 años - LA TERCERA | La famosa actriz hollywoodense Jane Fonda hizo una serie de confesiones íntimas en una entrevista para la revista The Edit. La estrella de 79 años reveló que fue violada a los 12 años, y que padeció diferentes tipos de abuso a lo largo de su vida. “He sido violada, he sido abusada sexualmente cuando era una niña y me despidieron porque no quería acostarme con mi jefe y siempre pensé que fue mi culpa”, dijo entrevistada por la actriz Brie Larson, quien se ha transformado en una fiel defensora de las víctimas de abusos. Fonda agregó que le “llevó 60 años aprender a decir que no”. “Si alguien me ofrecía cualquiera cosa decía que sí”, declaró, y que de esa forma, aceptó “roles que no eran los adecuados y en los que se aprovecharon de mí”. La estrella continuó: “Crecí en los años 50 y tardé un tiempo en aplicar el feminismo a mi vida. (…) Los hombres de mi vida fueron maravillosos, pero víctimas de un sistema de patriarcado. Me sentí menospreciada”. De esa forma, comenzó a transformar su pensamiento. “Me convertí en una feminista convencida cuando estaba soltera y vi a Eve Ensler actuar en Los monólogos de la vagina”, contó. En 2014, Fonda reveló que su madre Frances Ford Seymour, había sido víctima de violación a los ocho años, y que al enterarse de eso, logró comprender la razón de varios traumas psicológicos de su infancia. “En el momento en que leí eso, todo encajó perfectamente”, dijo Fonda después de acceder a los archivos de su madre.
2017-02-26 10:49:03 | Mapuexpress | Video: Lectura de la poeta Mapuche Daniela Catrileo   Mapuexpress | Lectura de la poeta Mapuche Daniela Catrileo en el III Encuentro Literario y Musical en Apoyo al Pueblo Mapuche y a la Defensa de Wallmapu. Encuentro autogestionado por Feministas Autoconvocadas. Viernes 24 de febrero de 2017 en Librería Livin, Santiago Warria mew, Wallmapu, Gulumapu. Información relacionada: Daniela Catrileo, poeta mapuche: Memoria, creación y la posibilidad de un feminismo desde el mundo Mapuche.  Ver video a continuación:
2017-03-06 14:50:02 | soychilecl | soychile.cl en Twitter: "Emma Watson posó sin sostén y feministas la atacaron: El feminismo es igualdad, no sé qué tienen que ver mis senos https://t.co/EHOVtIzJRb https://t.co/lwLAXx5kvW" | Noticias de todo nuestro país. Cuando twitteas desde un lugar, Twitter guarda esa ubicación. Puedes configurar tu ubicación antes de escribir un Tweet y siempre tendrás la opción de eliminar el historial de tus ubicaciones. Más información Aquí está la URL para este Tweet. Cópiala para compartirlo fácilmente con tus amigos. Añade este Tweet a tu sitio web copiando el código de abajo. Más información Añade este Momento a tu sitio web copiando el siguiente código. Más información Mmm, hubo un problema al contactar con el servidor. ¿Intentar de nuevo? En esta cronología pasarás la mayoría de tu tiempo recibiendo actualizaciones sobre lo que más te interesa. Posiciona tu puntero sobre la imagen de perfil y haz clic en el botón Siguiendo para dejar de seguir a cualquier cuenta. Cuando te guste un Tweet, pulsa el corazón: le hará saber a la persona que lo escribió que compartiste el amor. La manera más rápida de compartir el Tweet de alguien con tus seguidores es con un Retweet. Pulsa el icono para enviarlo instantáneamente. Di lo que opinas sobre cualquier Tweet con una respuesta. Encuentra un tema que te apasione, y únete a la conversación. Consigue información instantánea sobre lo que las personas están hablando en este momento. Sigue a más cuentas para recibir actualizaciones instantáneas sobre los temas que te interesan. Ve las conversaciones más recientes sobre cualquier tema instantáneamente. Infórmate de las mejores historias instantáneamente mientras están sucediendo. Emma Watson posó sin sostén y feministas la atacaron: El feminismo es igualdad, no sé qué tienen que ver mis senos http://bit.ly/2mtqcpz pic.twitter.com/lwLAXx5kvW  Volver arriba ↑ Puede que Twitter esté saturado o experimentando un problema momentáneo. Inténtalo de nuevo o visita el Estado de Twitter para más información.
2017-03-07 07:30:01 | DigitalFmChile | Digital Fm Chile en Twitter: "Emma Watson posó sin sostén y feministas la atacaron: El feminismo es igualdad, no sé qué tienen que ver mis senos https://t.co/ZbSya5cvLM https://t.co/a1LNfkfeF8" | Cuenta oficial de Radio Digital FM. Al aire en nuestras frecuencias desde Arica a Punta Arenas. http://www.digitalfm.cl  Cuando twitteas desde un lugar, Twitter guarda esa ubicación. Puedes configurar tu ubicación antes de escribir un Tweet y siempre tendrás la opción de eliminar el historial de tus ubicaciones. Más información Aquí está la URL para este Tweet. Cópiala para compartirlo fácilmente con tus amigos. Añade este Tweet a tu sitio web copiando el código de abajo. Más información Añade este Momento a tu sitio web copiando el siguiente código. Más información Mmm, hubo un problema al contactar con el servidor. ¿Intentar de nuevo? En esta cronología pasarás la mayoría de tu tiempo recibiendo actualizaciones sobre lo que más te interesa. Posiciona tu puntero sobre la imagen de perfil y haz clic en el botón Siguiendo para dejar de seguir a cualquier cuenta. Cuando te guste un Tweet, pulsa el corazón: le hará saber a la persona que lo escribió que compartiste el amor. La manera más rápida de compartir el Tweet de alguien con tus seguidores es con un Retweet. Pulsa el icono para enviarlo instantáneamente. Di lo que opinas sobre cualquier Tweet con una respuesta. Encuentra un tema que te apasione, y únete a la conversación. Consigue información instantánea sobre lo que las personas están hablando en este momento. Sigue a más cuentas para recibir actualizaciones instantáneas sobre los temas que te interesan. Ve las conversaciones más recientes sobre cualquier tema instantáneamente. Infórmate de las mejores historias instantáneamente mientras están sucediendo. Emma Watson posó sin sostén y feministas la atacaron: El feminismo es igualdad, no sé qué tienen que ver mis senos http://bit.ly/2mtqcpz pic.twitter.com/a1LNfkfeF8  Volver arriba ↑ Puede que Twitter esté saturado o experimentando un problema momentáneo. Inténtalo de nuevo o visita el Estado de Twitter para más información.
2017-03-07 07:56:57 | eldesconcierto | Sin feminismo no hay Frente Amplio | El feminismo no es una política “para mujeres”, no es un mujerismo. Lo que busca es crear un nuevo orden social y, especialmente, un nuevo orden democrático. Su valor, tan poco visto históricamente por la izquierda, es el surgimiento de un nosotros, donde todo aquel que ha vivido la experiencia de la desigualdad y la subordinación encuentre un lugar. *Escrito en co-autoría con la Coordinadora Frente Diversidad Sexual Revolución Democrática, Estefanía Andahur Partimos este año con la esperanza de que algunas cosas pueden cambiar y lo que tenemos claro es que, si estamos construyendo un Frente Amplio, este nuevo 8 de marzo es el puntapié para marcar que nuestro proyecto político es feminista. El feminismo no es una política “para mujeres”, no es un mujerismo. Lo que busca es crear un nuevo orden social y, especialmente, un nuevo orden democrático. Su valor, tan poco visto históricamente por la izquierda, es el surgimiento de un nosotros, donde todo aquel que ha vivido la experiencia de la desigualdad y la subordinación encuentre un lugar. Un discurso que no sólo lo represente, sino que lo encarne. La desigualdad debe volver a ser nuestro principal eje. Hoy ya no somos sólo las mujeres las que vivimos experiencias de exclusión, sino también la diversidad sexual, los migrantes y otros grupos. Ese cruce no puede ser anecdótico. Nuestro proyecto debe retomar las viejas demandas, más vivas que nunca; volver a hablar de los trabajadores y ahora de las trabajadoras. No podemos olvidar que aún en 2017 las mujeres recibimos un ingreso un tercio inferior que los hombres ¿Cómo es posible que, en estos tiempos, todavía se le pague menos a una mujer, sólo por ser mujer? ¿Quiénes permiten eso? o más bien ¿Quiénes no hacen nada por eso? La pobreza de este país sigue teniendo cara de mujer y además, de madre adolescente. No se puede entender que niñas y jóvenes víctimas de violencia sexual estén obligadas a ser madres, a criar, olvidando lo que quisieron construir para sus vidas. ¿Qué país imaginan quienes han votado constantemente en contra de una Ley de Aborto, cuando ven esa imagen? Probablemente no están realmente interesados en reducir las brechas, la desigualdad y frustración. O quizás ni siquiera lo imaginan, porque muchas veces quienes legislan no tienen idea de que esas niñas, adolescentes y mujeres, existen. Ahí está la diferencia. Nosotras vemos esa imagen y queremos hacer algo para que cambie, porque estamos convencidas de que las mujeres como grupo, y las comunidades que viven experiencias de exclusión en general, si tuvieran políticas que emparejen la cancha, nuestro país y nuestras relaciones serían distintas. Las niñas crecerían libres de violencia, podrían acceder a una educación para pensar libremente, sin límites, y optar por el trabajo que deseen, donde sean tan validadas como sus pares ¿Cómo esto no va a ser posible, si es tan antojadizo e injusto? Pero la cultura es más fuerte que la ley y debemos seguir trabajando por nuestras amigas, nuestras madres, hijas y compañeras, para dejarles un mundo más justo. Necesitamos que nuestro Frente Amplio vaya más allá de lo posible. Por eso partimos este año con la esperanza de que las cosas pueden cambiar. Tenemos la oportunidad de sembrar un proyecto que sigue confiando en que la política puede cambiar nuestras vidas para bien y ¿qué sería ese proyecto si no es feminista?  © 2017 — El Desconcierto. Todos los derechos reservados. Arzobispo Casanova 36, Providencia. Santiago, Chile
2017-03-07 16:15:53 | thecliniccl | Malaimagen: Utilidad - The Clinic Online | The Clinic Online 07 Marzo, 2017 Tags: feminismo, malaimagen, utilidad, webeo  Más contenido del blog acá.       A propósito de pescada y pescados  
2017-03-04 20:15:01 | Mega | EMMA WATSON Y LA GRAN POLÉMICA POR POSAR EN TOPLESS   Mega.cl | La actriz ha sido blanco de críticas luego de aparecer en la portada de Vanity Fair. Para muchos, Emma Watson ha cometido un error al posar en topless en una foto para portada de la revista Vanity Fair. Al parecer, esto ha provocado una gran contradicción con el hecho de considerarse una mujer activamente feminista, participar como miembro activo de la lucha por igualdad de género y ser embajadora de la ONU. En la entrevista realizada por Vanity Fair, cuyo fin era repasar la carrera profesional y social de la actriz, esta lamentó que la sociedad no pueda "aceptar que una mujer sea sexy y seria a la vez", aludiendo a su pasión por la lucha de la igualdad de género. Fue justamente esta la mayor de las críticas que le han sido arrojadas a la protagonista de la Bella y la Bestia. Una de mayores críticas las ha recibido de la conductora de radio inglesa Julia Hartley-Brewer, quien la tildó de hipócrita, publicar en su Twitter “Emma Watson: ‘feminismo, feminismo, brecha de género, por qué no me toman en serio... oh, y aquí mis pechos’”, junto a la foto de la portada. En respuesta a esto sus fans le han brindado su apoyo en redes sociales y caminando por la calle, pero aún hay personas que creen en la discrepancia de la actriz del próximo film de Disney, entre lo que dice y lo que muestra. Sin embargo, más allá de la polémica, Emma Watson sigue siendo una de las jóvenes actrices más destacadas de los últimos años, y promete protagonizar un gran papel de "Bella", en el estreno de este 17 de marzo.    cargando Avenida Vicuña Mackenna #1370, Ñuñoa, Santiago Chile   Teléfono: 56-2-2810 8000
2017-03-06 09:24:59 | Emol | Emol.com en Twitter: "Emma Watson responde a críticas por fotos en topless: "No sé qué tienen que ver mis senos con el feminismo" https://t.co/qXO9zBMl77 https://t.co/g9hsx2YJ8E" | El sitio de noticias de Chile y el mundo. ¡Estamos en Facebook como Emol y en Instagram somos @emolcom! Whatsapp: +569 97392224 Cuando twitteas desde un lugar, Twitter guarda esa ubicación. Puedes configurar tu ubicación antes de escribir un Tweet y siempre tendrás la opción de eliminar el historial de tus ubicaciones. Más información Aquí está la URL para este Tweet. Cópiala para compartirlo fácilmente con tus amigos. Añade este Tweet a tu sitio web copiando el código de abajo. Más información Añade este Momento a tu sitio web copiando el siguiente código. Más información Mmm, hubo un problema al contactar con el servidor. ¿Intentar de nuevo? En esta cronología pasarás la mayoría de tu tiempo recibiendo actualizaciones sobre lo que más te interesa. Posiciona tu puntero sobre la imagen de perfil y haz clic en el botón Siguiendo para dejar de seguir a cualquier cuenta. Cuando te guste un Tweet, pulsa el corazón: le hará saber a la persona que lo escribió que compartiste el amor. La manera más rápida de compartir el Tweet de alguien con tus seguidores es con un Retweet. Pulsa el icono para enviarlo instantáneamente. Di lo que opinas sobre cualquier Tweet con una respuesta. Encuentra un tema que te apasione, y únete a la conversación. Consigue información instantánea sobre lo que las personas están hablando en este momento. Sigue a más cuentas para recibir actualizaciones instantáneas sobre los temas que te interesan. Ve las conversaciones más recientes sobre cualquier tema instantáneamente. Infórmate de las mejores historias instantáneamente mientras están sucediendo. Emma Watson responde a críticas por fotos en topless: "No sé qué tienen que ver mis senos con el feminismo" http://bit.ly/2lw13vk pic.twitter.com/g9hsx2YJ8E @Emol el feminismo en chile es tan chaquetero Como los comunistas que se van al caburga o reñaca en el verano  Volver arriba ↑ Puede que Twitter esté saturado o experimentando un problema momentáneo. Inténtalo de nuevo o visita el Estado de Twitter para más información.
2017-03-06 10:47:13 | el_amaule | Acusaron a Emma Watson de doble estándar por posar semidesnuda: así responde la actriz   El Amaule, Noticias de Curicó y Talca | Realizó una artística y elegante sesión para la revista Vanity Fair. Toda una polémica se armó por una sesión de fotografías de Emma Watson para la revista norteamericana, Vanity Fair, donde aparece realizando un topless. Como indica Radio Bío Bío, la fotografía donde la estrella aparece sin sostén llamó la atención porque nunca antes la actriz había posado así, lo que hizo que los cibernautas comenzaran a cuestionarla y criticarla de tener un doble discurso debido a su constante defensa por los derechos de las mujeres. Al ver la conmoción que provocó tal polémica, la artista y embajadora de buena voluntad de la ONU, no se quedó callada y decidió dar responder a las críticas en una entrevista con la agencia Reuters. “El feminismo va de dar opciones a las mujeres, no es un palo con el que golpear a otras mujeres, trata sobre la libertad, sobre la liberación, sobre la igualdad. No sé qué tienen que ver mis tetas con esto. Es muy confuso“, dijo. “La sesión en sí misma fue un poco desconcertante porque probamos de todo en ese rodaje. Fue increíblemente artístico, me involucré y me comprometí con Tim. Estaba muy emocionada por lo interesantes y hermosas que serían las fotografías. Pero sí, algunas personas han preguntado y les he dicho ‘¿hay algo controvertido en todo esto?“, enfatizó Watson.   Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Amaule recomienda Firefox. (cc) 2011 El Amaule, algunos derechos reservados.
