2017-06-01 16:59:04 | 24HorasTVN | Autoridades internacionales reprueban salida de EEUU del Acuerdo de París - Internacional - 24horas | La canciller de Alemania, Angela Merkel, expresó tras conocerse el anuncio que "lamento la decisión del presidente estadounidense", Marcelo Mena se refirió a la decisión de Donald Trump de retirar a Estados Unidos del Acuerdo de París por el cambio climático.  Los principales líderes internacional lamentaron la decisión de Donald Trump de retirar a Estados Unidos del Acuerdo de París por el cambio climático. La canciller de Alemania, Angela Merkel, expresó tras conocerse el anuncio que "lamento la decisión del presidente estadounidense", abogando también que se mantenga "la política climática que preserva nuestra Tierra".  "Washington fue parte de un acuerdo que pone en desventaja a EEUU", señaló el mandatario estadounidense. Anunció además que iniciará negociaciones para conformar un nuevo pacto global.  Por su parte, el presidente de la Comisión Europea, Jean-Claude Juncker , calificó la decisión de Trump como "seriamente errónea". En tanto, el portavoz de la ONU, Stéphane Dujarric, aseguró que el anuncio constituye "una gran decepción" para la comunidad internacional por el rol que jugaba en el acuerdo el país norteamericano. "Es esencial que Estados Unidos conserve un papel dirigente en los asuntos ambientales", afirmó. Tras conocerse la decisión de Estados Unidos, Barack Obama se refirió a esta medida expresando que "incluso con la ausencia del liderazgo estadounidense, incluso cuando este gobierno se une a un puñado que rechazan el futuro, tengo confianza de que nuestros estados, ciudades y empresas saldrán adelante y harán ahora más en liderar el camino y proteger el futuro de generaciones del único planeta que tenemos".
2017-06-01 15:56:56 | ladiscusioncl | La discusión - Trump anuncia salida de EE.UU. del acuerdo de París | El presidente Donald Trump anunció este jueves que Estados Unidos se retirará del acuerdo de París sobre cambio climático, aunque dijo que su gobierno está dispuesto a negociar un nuevo entendimiento relativo al clima. "En el día de hoy, Estados Unidos cesará toda implementación del acuerdo de París y las pesadas cargas financieras y económicas impuestas a nuestro país", dijo Trump durante una ceremonia en los jardines de la Casa Blanca. "De forma que estamos saliendo pero vamos a comenzar a negociar y veremos si podemos alcanzar un acuerdo justo. Si podemos, será excelente. Si no podemos, también. Como presidente, no puedo poner otra consideración por delante del bienestar de los estadounidenses", expresó. En la visión del presidente estadounidense, la adhesión de Estados Unidos al acuerdo global contra el cambio climático es un ejemplo de "Washington ingresando a un acuerdo que es desventajoso para los estadounidenses". El acuerdo "deja a los trabajadores estadounidenses, a los que amo, y a los contribuyentes para absorber el costo, en términos e pérdida de empleos, menores salarios, cierre y fábricas y enorme reducción en la producción económica", dijo. Concluido a finales de 2015 en la capital francesa bajo los auspicios de la ONU, este acuerdo tiene por objetivo limitar el ascenso de la temperatura mundial reduciendo las emisiones de gases de efecto invernadero. Una retirada estadounidense representa una verdadera deflagración, 18 meses después de lograrse este acuerdo histórico del que Pekín y Washington, bajo la presidencia de Barack Obama, fueron los arquitectos centrales. Trump anuncia salida de EE.UU. del acuerdo de París La aventura parisina de Alejandro Saga llega a exponerse en Chillán Chileno radicado en Paris exhibirá obras en Chillán Colombia firmó un nuevo acuerdo de paz En el marco de la cuenta pública ¿Aprueba los anuncios realizados por la presidenta Michelle Bachelet?       Corporativo Historia Comercial Ciudad País Política Mundo Economía Deportes Vida y Cultura Opinión Blog todos los derechos reservados Términos y Condiciones ® © La Discusión .cl
2017-03-07 17:20:35 | elnaveghable | Hora del Planeta en Chile será también la hora del bosque   El Naveghable.cl, Noticias de Valdivia y Los Ríos | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Naveghable recomienda Firefox. (cc) 2011 El Naveghable, algunos derechos reservados.
2017-03-07 17:40:09 | RedMiVoz | Hora del Planeta en Chile será también la hora del bosque   La Opiñon.cl, Noticias de Temuco y Araucanía | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. La Opinion recomienda Firefox. (cc) 2011 La Opinion, algunos derechos reservados.
2017-03-07 17:40:11 | RedMiVoz | Hora del Planeta en Chile será también la hora del bosque   El Vacanudo.cl, Noticias de Osorno y Los Lagos | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Vacanudo recomienda Firefox. (cc) 2011 El Vacanudo, algunos derechos reservados.
2017-03-07 17:39:47 | elmagallanews | Hora del Planeta en Chile será también la hora del bosque   El Magallanews.cl, Noticias de Punta Arenas y Magallanes | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Magallanews recomienda Firefox. (cc) 2011 El Magallanews, algunos derechos reservados.
2017-03-07 17:30:12 | elqhaydecierto | Hora del Planeta en Chile será también la hora del bosque   El QueHayDecierto.cl , Noticias de Copiapó y Atacama | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Quehaydecierto recomienda Firefox. (cc) 2011 El Quehaydecierto, algunos derechos reservados.
2017-03-07 17:30:16 | RedMiVoz | Hora del Planeta en Chile será también la hora del bosque   El QueHayDecierto.cl , Noticias de Copiapó y Atacama | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Quehaydecierto recomienda Firefox. (cc) 2011 El Quehaydecierto, algunos derechos reservados.
2017-03-07 17:30:44 | RedMiVoz | Hora del Planeta en Chile será también la hora del bosque   El Observatodo.cl, Noticias de La Serena y Coquimbo | La campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  La Hora del Planeta, la mayor acción voluntaria contra el cambio climático a nivel global, se celebrará en Chile y en todo el mundo el próximo sábado 25 de marzo entre la 20.30 y las 21.30 horas.  Promovida por WWF, la organización mundial de conservación, esta campaña busca que los individuos, las empresas, los municipios y, en general, todas las instituciones, asuman un compromiso cotidiano con el medio ambiente, adoptando prácticas más eficientes y responsables en el uso de la energía y los recursos naturales, y reduciendo sus emisiones de gases de efecto invernadero.  Este año en Chile, la campaña destacará el papel que juegan los bosques en la regulación del clima, aludiendo asimismo a la reciente catástrofe forestal sufrida por el país, una señal clara de que el cambio climático es real y sus impactos ya nos están afectando gravemente.  “En esta Hora del Planeta queremos sensibilizar respecto a que el cambio climático es una realidad y que Chile es particularmente vulnerable a sus efectos, que no solo tienen un impacto en la naturaleza, sino que también en la vida misma de las personas. Asimismo, queremos promover el cuidado del bosque a lo largo de todo el país, dado que si bien han sido una de las víctimas del cambio climático, también son un importante factor para revertirlo”, señaló Ricardo Bosshard, director de WWF Chile.  Más sobre La Hora del Planeta  La Hora del Planeta invita a apagar las luces no esenciales y los aparatos eléctricos prescindibles durante una hora, como señal de preocupación por el cambio climático, tanto en los domicilios particulares como en lugares icónicos de las ciudades, entidades públicas y edificios corporativos.  Esta acción se inició el 2007 en Sydney, Australia, como iniciativa de una sola ciudad. De la mano de WWF se ha masificado a tal punto que en su última versión, en marzo de 2016, logró la participación de miles de ciudades en 178 países, apagándose las luces de edificios tan emblemáticos como la Ópera de Sidney, la Torre Eiffel de París, el Empire State Building de Nueva York y el Taipéi 101, en Taiwán.  En 2009 Chile se sumó por primera vez a esta iniciativa mundial, la cual fue promovida por WWF Chile en diversos niveles, sumando a actores públicos y privados, además de la sociedad civil, en conjunto con socios y voluntarios en Santiago y Valdivia. El apoyo de todos resultó clave para el éxito del evento, que en la capital logró el apagado de edificios tan emblemáticos como La Moneda y la Torre Entel, que se han convertido en íconos de esta acción en Chile.   Mantente informado de La Hora del Planeta y WWF Chile en www.wwf.cl   Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Observatodo recomienda Firefox. (cc) 2011 El Observatodo, algunos derechos reservados.
2017-02-23 18:43:36 | ElBoyaldia | [Opinión] 5 tareas clave del nuevo Servicio Nacional Forestal en Chile   El Boyaldia, Noticias de Iquique y Tarapacá | Este nuevo servicio deberá asumir diversos desafíos, marcados por la urgencia de prevenir catástrofes como los incendios, además de velar por el cuidado, mantención y recuperación de ecosistemas boscosos, en un contexto de cambio climático. El anuncio del Gobierno del envío en marzo del proyecto de ley que creará el Servicio Nacional Forestal, fue recibido con entusiasmo por la organización de conservación WWF Chile. Esto, principalmente porque al ser una institución pública contará con facultades que actualmente Conaf no tiene. Este nuevo servicio deberá asumir diversos desafíos, marcados por la urgencia de prevenir catástrofes como los incendios, además de velar por el cuidado, mantención y recuperación de ecosistemas boscosos, en un contexto de cambio climático. WWF Chile resume estas tareas clave en 5 puntos:    Más información sobre opciones de formato Aqui podría estar su imagen. para registrarse, haga clic aquí. Ser un Corresponsal Iniciar sesión Sitio Web diseñado y desarrollado por Bligoo.com. El Boyaldia recomienda Firefox. (cc) 2011 El Boyaldia, algunos derechos reservados.
